manhanvien,ho,ten,ngaysinh,gioitinh,diachi,sodienthoai,luong,chucvu
1935,Bành,Nam,04/23/2000,Khác,Ninh Thuận,099385797,60000,Cán bộ quản lý
1936,Lữ,Lê Nam,07/27/2002,Nam,Trà Vinh,094539741,40000,Kỹ sư
1937,Trình,Nguyễn Kim,12/02/1989,Khác,Hòa Bình,090639082,60000,Cán bộ quản lý
1938,Tôn,Nguyễn Hồng,07/26/2001,Nữ,Bình Thuận,090683196,50000,Chuyên gia nước ngoài
1939,Nguyễn,Lê Phương,11/16/2002,Nam,Bình Phước,097192979,50000,Chuyên gia nước ngoài
1940,Hoàng,Minh Khánh,01/22/2003,Nữ,Bạc Liêu,094267483,10000,Công nhân
1941,Lưu,Quang Minh,11/06/1996,Khác,Phú Yên,095625378,9000,Người làm bán thời gian
1942,Vũ,Nguyễn Thùy,09/16/2001,Nam,Quảng Ngãi,093881429,9000,Người làm bán thời gian
1943,Vi,Trần Đức,01/11/1985,Khác,Đắk Nông,090849606,10000,Lao động phổ thông
1944,Lâm,Lan,11/21/1992,Khác,Bình Dương,090902188,9000,Người làm bán thời gian
1945,Hồn,Thanh Thảo,03/29/1987,Khác,Bạc Liêu,090507359,9000,Người làm bán thời gian
1946,Huỳnh,Thị,03/18/2004,Nữ,Tây Ninh,098602748,15000,Nhân viên
1947,Bùi,Lê Kim,09/16/1993,Nữ,Lào Cai,090902023,8000,Thực tập sinh
1948,Tào,Văn Anh,06/27/1985,Khác,Đồng Tháp,098295523,60000,Cán bộ quản lý
1949,Lục,Lê Thùy,02/28/1989,Nam,Quảng Bình,094802647,40000,Kỹ sư
1950,Thất,Lê Mai,12/11/1987,Nữ,Hòa Bình,091179308,50000,Chuyên gia nước ngoài
1951,Đỗ,Lan,06/09/1992,Nam,Sóc Trăng,092636946,40000,Kỹ sư
1952,Tống,Văn Anh,06/20/1989,Nữ,Hưng Yên,090358297,60000,Cán bộ quản lý
1953,Phạm,Minh,01/21/1986,Khác,Gia Lai,092674639,50000,Chuyên gia nước ngoài
1954,Ông,Quang Minh,10/15/1991,Nam,Bình Định,099203316,10000,Công nhân
1955,Thái,Đức,11/09/1988,Khác,Thanh Hóa,097459106,9000,Người làm bán thời gian
1956,Đỗ,Quang Huy,09/03/1990,Khác,Ninh Thuận,093355797,60000,Cán bộ quản lý
1957,Nguyễn,Tuấn Anh,03/23/1992,Khác,Hà Giang,091631354,40000,Kỹ sư
1958,Phùng,Anh,11/17/2000,Nữ,Bình Dương,097803525,9000,Nhân sự thử việc
1959,Tăng,Tuấn Anh,02/14/1992,Nữ,Hòa Bình,097803525,60000,Cán bộ quản lý
1960,Lữ,Trần Lan,10/12/1999,Khác,Hưng Yên,095649862,9000,Nhân sự thử việc
1961,Lại,Quang,12/09/1987,Nam,Hậu Giang,098035697,8000,Thực tập sinh
1962,Lê,Thanh,12/21/1993,Nam,Hà Tĩnh,091900192,15000,Nhân viên
1963,Phù,Lê Nam,09/12/2000,Khác,Lào Cai,095596369,8000,Thực tập sinh
1964,Đoàn,Minh,03/17/1994,Nữ,Long An,099103285,10000,Công nhân
1965,Tôn,Văn,08/20/1998,Nữ,Đắk Lắk,094097128,50000,Chuyên gia nước ngoài
1966,Viên,Hùng,03/06/1993,Nam,Sơn La,094069863,60000,Cán bộ quản lý
1967,Doãn,Đức,01/16/1988,Khác,Cần Thơ,094170603,50000,Chuyên gia nước ngoài
1968,La,Văn,03/20/1998,Khác,Trà Vinh,099382822,9000,Người làm bán thời gian
1969,Trình,Ánh,06/26/1995,Nam,Tuyên Quang,095141890,9000,Nhân sự thử việc
1970,Lý,Lê Mai,01/17/1995,Khác,Tiền Giang,095765318,9000,Người làm bán thời gian
1971,Tống,Dương Quốc,05/04/1989,Nam,Kon Tum,094635892,15000,Nhân viên
1972,Lại,Lê Kim,04/15/2004,Nam,Lạng Sơn,093563227,9000,Nhân sự thử việc
1973,Tăng,Trần Đức,04/20/1989,Khác,Bắc Kạn,097989161,8000,Thực tập sinh
1974,Vi,Quang Huy,05/28/1991,Khác,Quảng Bình,091847627,9000,Nhân sự thử việc
1975,Ngô,Đức,07/07/2000,Nam,Kiên Giang,091188879,9000,Nhân sự thử việc
1976,Mạch,Lê Mai,01/13/1997,Nữ,Bình Dương,092390804,10000,Lao động phổ thông
1977,Thạch,Minh Tuấn,02/15/1999,Khác,Hải Phòng,099247155,8000,Thực tập sinh
1978,Vòng,Trần Hùng,05/25/1994,Khác,Cần Thơ,096033689,60000,Cán bộ quản lý
1979,Trình,Thanh,03/02/1985,Khác,Hải Dương,092464292,60000,Cán bộ quản lý
1980,Lục,Quang,04/22/1996,Nam,Vĩnh Phúc,097581114,60000,Cán bộ quản lý
1981,Triệu,Hồng,04/30/2003,Nam,Cao Bằng,099021238,40000,Kỹ sư
1982,Nhâm,,06/02/1985,Nữ,Hà Nam,097748913,50000,Chuyên gia nước ngoài
1983,Mạch,Nguyễn Kim,11/22/1987,Nữ,An Giang,094104066,9000,Nhân sự thử việc
1984,Kiều,Quang Huy,05/20/1998,Khác,Đắk Nông,098796138,60000,Cán bộ quản lý
1985,Đàm,Nguyễn Thùy,08/15/1990,Khác,Cần Thơ,092577089,50000,Chuyên gia nước ngoài
1986,Vi,Quang Huy,01/24/1986,Khác,Bắc Ninh,095439843,8000,Thực tập sinh
1987,Huỳnh,Nguyễn Thùy,11/27/1987,Khác,Ninh Bình,099395358,9000,Người làm bán thời gian
1988,Đỗ,Quang,04/18/2000,Khác,Long An,097882979,40000,Kỹ sư
1989,Tạ,Dương Quốc,09/24/1993,Khác,Khánh Hòa,093763572,50000,Chuyên gia nước ngoài
1990,Phạm,Lê Kim,08/28/1998,Khác,Thái Nguyên,097663964,9000,Người làm bán thời gian
1991,Trà,,11/20/1987,Khác,Hà Nam,091618327,8000,Thực tập sinh
1992,Triệu,Hùng,01/23/2004,Nữ,Kiên Giang,097507338,8000,Thực tập sinh
1993,Trương,,11/11/1995,Nữ,Bắc Giang,092814288,40000,Kỹ sư
1994,Tôn,Nguyễn Đức,04/17/1994,Khác,Cao Bằng,093104647,50000,Chuyên gia nước ngoài
1995,Phù,Trần Đức,12/07/1988,Khác,Ninh Thuận,097192979,60000,Cán bộ quản lý
1996,Khưu,Minh Tuấn,06/29/1988,Khác,Bạc Liêu,093653071,15000,Nhân viên
1997,Đoàn,Dương Hùng,12/24/1997,Nam,Thừa Thiên Huế,099203316,10000,Lao động phổ thông
1998,Doãn,Trần Đức,10/14/2003,Nam,Đà Nẵng,092138251,9000,Nhân sự thử việc
1999,Thi,Thanh Thảo,11/22/1993,Nam,Quảng Bình,097174513,40000,Kỹ sư
2000,Hồn,Văn Anh,02/19/1995,Nam,Hà Nam,099195954,9000,Nhân sự thử việc
